"","index","SubjectID","Session","SessionCode","Trial","ProgFI","ObtFI","Lat","Breakpoint"
"23301",59,34,30,4,60,30.73,31.34,1.53,12.13
"23302",60,34,30,4,61,40,40.2,2.65,15.77
"23303",0,35,30,4,1,20,20.05,2.62,6.22
"23304",1,35,30,4,2,24.64,24.72,1.51,8.48
"23305",2,35,30,4,3,28.82,29.09,10.29,11.08
"23306",3,35,30,4,4,32.14,34.31,2.42,4.75
"23307",4,35,30,4,5,34.27,35.38,1.48,28.66
"23308",5,35,30,4,6,35,36.79,1.32,28.69
"23309",6,35,30,4,7,34.27,38.84,1.22,20.71
"23310",7,35,30,4,8,32.14,32.22,0.8,14.44
"23311",8,35,30,4,9,28.82,28.85,1.25,15.81
"23312",9,35,30,4,10,24.64,24.72,2.64,8.19
"23313",10,35,30,4,11,20,20.28,0.51,11.85
"23314",11,35,30,4,12,15.36,15.62,4.11,5.56
"23315",12,35,30,4,13,11.18,11.46,1.13,3.91
"23316",13,35,30,4,14,7.86,8.07,3.49,3.49
"23317",14,35,30,4,15,5.73,5.89,1.62,2.43
"23318",15,35,30,4,16,5,5.3,1.62,3.59
"23319",16,35,30,4,17,5.73,5.99,1.75,1.75
"23320",17,35,30,4,18,7.86,8,1.58,3.39
"23321",18,35,30,4,19,11.18,11.31,2.38,4.35
"23322",19,35,30,4,20,15.36,15.65,0.5,5.06
"23323",20,35,30,4,21,20,20.46,0.82,15.87
"23324",21,35,30,4,22,24.64,24.82,1.11,13.25
"23325",22,35,30,4,23,28.82,29.01,0.51,22.57
"23326",23,35,30,4,24,32.14,32.28,13.83,13.83
"23327",24,35,30,4,25,34.27,34.42,1.47,3.11
"23328",25,35,30,4,26,35,35.06,0.98,6.68
"23329",26,35,30,4,27,34.27,34.58,3.54,8.03
"23330",27,35,30,4,28,32.14,32.56,1.28,25.77
"23331",28,35,30,4,29,28.82,29.26,1.46,16.42
"23332",29,35,30,4,30,24.64,24.8,1.78,16.29
"23333",30,35,30,4,31,20,20.14,1.44,2.98
"23334",31,35,30,4,32,15.36,15.48,0.53,8.38
"23335",32,35,30,4,33,11.18,11.36,0.64,5.54
"23336",33,35,30,4,34,7.86,8.19,0.82,6.05
"23337",34,35,30,4,35,5.73,5.95,1.01,3.56
"23338",35,35,30,4,36,5,5.27,1.83,1.83
"23339",36,35,30,4,37,5.73,6.21,1.61,3.88
"23340",37,35,30,4,38,7.86,7.97,2.53,2.53
"23341",38,35,30,4,39,11.18,11.45,1.64,6.91
"23342",39,35,30,4,40,15.36,15.57,1.11,3.55
"23343",40,35,30,4,41,20,20.06,1.22,6.36
"23344",41,35,30,4,42,24.64,24.78,1.21,4.32
"23345",42,35,30,4,43,28.82,28.96,0.34,20.34
"23346",43,35,30,4,44,32.14,32.54,1.29,4.14
"23347",44,35,30,4,45,34.27,34.71,9.95,13.58
"23348",45,35,30,4,46,35,35.18,0.64,4.19
"23349",46,35,30,4,47,34.27,34.41,3.21,4.22
"23350",47,35,30,4,48,32.14,32.25,3.31,8.86
"23351",48,35,30,4,49,28.82,29.22,1.09,2.44
"23352",49,35,30,4,50,24.64,24.74,7.01,10.83
"23353",50,35,30,4,51,20,20.09,1.15,6.45
"23354",51,35,30,4,52,15.36,15.4,0.92,9.05
"23355",52,35,30,4,53,11.18,11.41,1.08,5.19
"23356",53,35,30,4,54,7.86,8.22,1.61,2.7
"23357",54,35,30,4,55,5.73,6.08,1.59,3.65
"23358",55,35,30,4,56,5,5.76,1.41,2.19
"23359",56,35,30,4,57,5.73,6.14,0.14,2
"23360",57,35,30,4,58,7.86,8,1.95,3.49
"23361",58,35,30,4,59,11.18,11.37,1.04,2.58
"23362",59,35,30,4,60,15.36,15.8,1.68,3.76
"23363",60,35,30,4,61,20,20.16,1.02,6.41
"23364",0,36,30,4,1,40,45.17,0.59,12.89
"23365",1,36,30,4,2,30.73,30.77,0.63,7.6
"23366",2,36,30,4,3,22.37,23.13,0.56,13.48
"23367",3,36,30,4,4,15.73,16.3,3.66,3.66
"23368",4,36,30,4,5,11.47,11.87,2.66,2.66
"23369",5,36,30,4,6,10,10.3,1.22,6.54
"23370",6,36,30,4,7,11.47,11.55,1.25,10.06
"23371",7,36,30,4,8,15.73,15.9,1.66,9.44
"23372",8,36,30,4,9,22.37,22.52,0.77,11.39
"23373",9,36,30,4,10,30.73,30.79,1.09,17.76
"23374",10,36,30,4,11,40,40.27,3.03,26.58
"23375",11,36,30,4,12,49.27,49.31,1.55,24.81
"23376",12,36,30,4,13,57.63,57.85,1.58,40.04
"23377",13,36,30,4,14,64.27,64.48,2.86,22.18
"23378",14,36,30,4,15,68.53,68.64,4.71,23.2
"23379",15,36,30,4,16,70,71.51,1.68,25.8
"23380",16,36,30,4,17,68.53,69.34,6.94,20.91
"23381",17,36,30,4,18,64.27,64.35,10.5,28.02
"23382",18,36,30,4,19,57.63,57.86,4.2,21.58
"23383",19,36,30,4,20,49.27,49.3,6.74,30.96
"23384",20,36,30,4,21,40,40.07,3.27,25.79
"23385",21,36,30,4,22,30.73,31.35,8.4,21.6
"23386",22,36,30,4,23,22.37,22.5,1.46,8.54
"23387",23,36,30,4,24,15.73,15.97,2.6,10.17
"23388",24,36,30,4,25,11.47,12.15,3.26,3.26
"23389",25,36,30,4,26,10,10.11,4,4
"23390",26,36,30,4,27,11.47,12.59,2.16,6.73
"23391",27,36,30,4,28,15.73,16.08,2.04,7.17
"23392",28,36,30,4,29,22.37,22.73,2.65,11.66
"23393",29,36,30,4,30,30.73,31.57,1.29,24.69
"23394",30,36,30,4,31,40,40.14,3.28,23.78
"23395",31,36,30,4,32,49.27,49.4,3,18.14
"23396",32,36,30,4,33,57.63,57.77,9.24,13.15
"23397",33,36,30,4,34,64.27,64.62,2.48,41.08
"23398",34,36,30,4,35,68.53,69.09,3.08,36.44
"23399",35,36,30,4,36,70,70.24,10.82,35.42
"23400",36,36,30,4,37,68.53,68.59,3.3,31.53
"23401",37,36,30,4,38,64.27,64.5,2.46,40.09
"23402",38,36,30,4,39,57.63,58.22,2.9,15.37
"23403",39,36,30,4,40,49.27,49.39,2.92,10.35
"23404",40,36,30,4,41,40,40.58,2.11,14.45
"23405",41,36,30,4,42,30.73,31.09,2.41,13.16
"23406",42,36,30,4,43,22.37,22.72,1.9,16.25
"23407",43,36,30,4,44,15.73,16.67,1.95,7.72
"23408",44,36,30,4,45,11.47,12.13,1.62,9.13
"23409",45,36,30,4,46,10,11.53,1.48,7.33
"23410",46,36,30,4,47,11.47,12.6,1.76,1.76
"23411",47,36,30,4,48,15.73,16.32,1.93,7.12
"23412",48,36,30,4,49,22.37,23.38,1.59,6.49
"23413",49,36,30,4,50,30.73,30.84,0.83,6.63
"23414",50,36,30,4,51,40,40.28,1.1,13.91
"23415",51,36,30,4,52,49.27,49.93,2.1,15.95
"23416",52,36,30,4,53,57.63,58.24,2.72,35.51
"23417",53,36,30,4,54,64.27,64.65,2.03,32.47
"23418",54,36,30,4,55,68.53,68.68,3.86,14.2
"23419",55,36,30,4,56,70,70.54,2.3,22.27
"23420",56,36,30,4,57,68.53,68.83,10.86,47.34
"23421",57,36,30,4,58,64.27,65.02,3.36,16.5
"23422",58,36,30,4,59,57.63,57.78,2.52,34.65
"23423",59,36,30,4,60,49.27,49.63,3.6,16.57
"23424",60,36,30,4,61,40,40.54,1.29,11.51
"23425",0,21,31,4,1,20,20.5,6.87,8.21
"23426",1,21,31,4,2,24.64,24.67,5.58,11.08
"23427",2,21,31,4,3,28.82,28.97,4.45,8.33
"23428",3,21,31,4,4,32.14,32.45,4.52,8.93
"23429",4,21,31,4,5,34.27,34.34,4.21,7.08
"23430",5,21,31,4,6,35,35.12,0.88,17.24
"23431",6,21,31,4,7,34.27,34.48,3.26,19.18
"23432",7,21,31,4,8,32.14,32.91,2.38,27.47
"23433",8,21,31,4,9,28.82,28.84,6.07,9.84
"23434",9,21,31,4,10,24.64,24.79,1.07,16.1
"23435",10,21,31,4,11,20,21.54,0.9,7.33
"23436",11,21,31,4,12,15.36,15.74,0.81,6.11
"23437",12,21,31,4,13,11.18,11.5,1.15,6.68
"23438",13,21,31,4,14,7.86,8.14,1.52,6.03
"23439",14,21,31,4,15,5.73,5.98,0.96,1.43
"23440",15,21,31,4,16,5,5.2,5.2,5.2
"23441",16,21,31,4,17,5.73,6.3,1.28,3.5
"23442",17,21,31,4,18,7.86,8.08,3.65,4.54
"23443",18,21,31,4,19,11.18,11.57,4.38,6.18
"23444",19,21,31,4,20,15.36,16.55,0.7,4.96
"23445",20,21,31,4,21,20,21.48,0.58,5.47
"23446",21,21,31,4,22,24.64,24.81,0.56,13.35
"23447",22,21,31,4,23,28.82,29.72,2.8,16.29
"23448",23,21,31,4,24,32.14,32.92,8.01,10.42
"23449",24,21,31,4,25,34.27,35.15,5.08,20.62
"23450",25,21,31,4,26,35,35.22,5.14,23.2
"23451",26,21,31,4,27,34.27,35.79,4.02,9.55
"23452",27,21,31,4,28,32.14,32.67,3.11,18.19
"23453",28,21,31,4,29,28.82,30.46,0.61,8.62
"23454",29,21,31,4,30,24.64,24.9,7.71,12.18
"23455",30,21,31,4,31,20,20.14,0.63,6.07
"23456",31,21,31,4,32,15.36,17.78,4.11,4.81
"23457",32,21,31,4,33,11.18,11.42,10.73,10.73
"23458",33,21,31,4,34,7.86,8.58,5.8,5.8
"23459",34,21,31,4,35,5.73,6.46,1.23,4.66
"23460",35,21,31,4,36,5,5.1,1.39,3.95
"23461",36,21,31,4,37,5.73,5.95,3.34,3.34
"23462",37,21,31,4,38,7.86,8.12,3.04,4.5
"23463",38,21,31,4,39,11.18,11.9,1.25,3.64
"23464",39,21,31,4,40,15.36,15.58,2.8,2.8
"23465",40,21,31,4,41,20,20.37,0.83,5.31
"23466",41,21,31,4,42,24.64,24.77,1.57,6.29
"23467",42,21,31,4,43,28.82,28.88,1.31,14.91
"23468",43,21,31,4,44,32.14,32.18,3.56,22.15
"23469",44,21,31,4,45,34.27,34.35,0.7,19.95
"23470",45,21,31,4,46,35,35.22,2.47,13.83
"23471",46,21,31,4,47,34.27,34.48,2.08,4.77
"23472",47,21,31,4,48,32.14,32.36,1,6.62
"23473",48,21,31,4,49,28.82,29.32,15.01,18.68
"23474",49,21,31,4,50,24.64,24.77,0.62,13.18
"23475",50,21,31,4,51,20,20.5,0.94,7.37
"23476",51,21,31,4,52,15.36,15.41,2.74,2.74
"23477",52,21,31,4,53,11.18,11.7,2.75,2.75
"23478",53,21,31,4,54,7.86,8.04,1.06,4.99
"23479",54,21,31,4,55,5.73,5.85,2.71,2.71
"23480",55,21,31,4,56,5,5.72,1.38,4.2
"23481",56,21,31,4,57,5.73,6.04,1.11,1.24
"23482",57,21,31,4,58,7.86,8.56,1.42,3.05
"23483",58,21,31,4,59,11.18,11.53,1.09,3.91
"23484",59,21,31,4,60,15.36,15.48,1.17,12.02
"23485",60,21,31,4,61,20,20.35,3.52,4.6
"23486",0,22,31,4,1,40,40.66,9.52,13.84
"23487",1,22,31,4,2,30.73,30.94,0.38,7.56
"23488",2,22,31,4,3,22.37,22.45,5.28,13.19
"23489",3,22,31,4,4,15.73,15.93,0.27,10.13
"23490",4,22,31,4,5,11.47,11.53,0.26,5
"23491",5,22,31,4,6,10,10.71,0.34,4.18
"23492",6,22,31,4,7,11.47,12.71,0.37,6.17
"23493",7,22,31,4,8,15.73,16.03,0.27,6.15
"23494",8,22,31,4,9,22.37,22.48,0.36,16.78
"23495",9,22,31,4,10,30.73,30.82,1.33,17.93
"23496",10,22,31,4,11,40,40.21,0.34,26.33
"23497",11,22,31,4,12,49.27,49.62,6.45,17.07
"23498",12,22,31,4,13,57.63,57.84,0.38,30.45
"23499",13,22,31,4,14,64.27,64.4,1.6,10.06
"23500",14,22,31,4,15,68.53,68.61,0.48,27.37
"23501",15,22,31,4,16,70,76.22,9.95,21.17
"23502",16,22,31,4,17,68.53,68.67,0.58,20.28
"23503",17,22,31,4,18,64.27,64.51,0.38,20.3
"23504",18,22,31,4,19,57.63,58.05,1.99,31.22
"23505",19,22,31,4,20,49.27,49.45,0.4,17.15
"23506",20,22,31,4,21,40,40.2,8.34,11.4
"23507",21,22,31,4,22,30.73,31.35,0.54,23.92
"23508",22,22,31,4,23,22.37,22.9,3.13,10
"23509",23,22,31,4,24,15.73,15.83,0.38,9.75
"23510",24,22,31,4,25,11.47,11.71,0.37,1.92
"23511",25,22,31,4,26,10,10.18,2.24,2.24
"23512",26,22,31,4,27,11.47,11.75,2.61,5.47
"23513",27,22,31,4,28,15.73,15.96,0.31,4.91
"23514",28,22,31,4,29,22.37,22.54,1.95,16.34
"23515",29,22,31,4,30,30.73,30.85,1.6,17.68
"23516",30,22,31,4,31,40,40.46,1.9,21.27
"23517",31,22,31,4,32,49.27,49.51,1,22.88
"23518",32,22,31,4,33,57.63,58.01,5.69,36.88
"23519",33,22,31,4,34,64.27,64.31,0.32,14.04
"23520",34,22,31,4,35,68.53,68.97,1.9,39.73
"23521",35,22,31,4,36,70,70.24,0.51,36.01
"23522",36,22,31,4,37,68.53,68.66,4.06,22.72
"23523",37,22,31,4,38,64.27,64.46,12.93,23.34
"23524",38,22,31,4,39,57.63,57.8,4.91,23.89
"23525",39,22,31,4,40,49.27,49.76,2.3,26.89
"23526",40,22,31,4,41,40,43.15,7.67,13.61
"23527",41,22,31,4,42,30.73,31.18,2.75,9.3
"23528",42,22,31,4,43,22.37,24.73,3.13,5.68
"23529",43,22,31,4,44,15.73,16.22,0.37,12.61
"23530",44,22,31,4,45,11.47,11.53,2.21,5.32
"23531",45,22,31,4,46,10,10.11,2.09,8.32
"23532",46,22,31,4,47,11.47,11.6,2.65,4.09
"23533",47,22,31,4,48,15.73,16.08,2.34,4.8
"23534",48,22,31,4,49,22.37,22.79,0.41,17.44
"23535",49,22,31,4,50,30.73,30.75,0.41,2.56
"23536",50,22,31,4,51,40,40.07,1.75,32.16
"23537",51,22,31,4,52,49.27,49.39,3.39,21.05
"23538",52,22,31,4,53,57.63,57.85,1.9,34.23
"23539",53,22,31,4,54,64.27,64.43,11.22,12.23
"23540",54,22,31,4,55,68.53,68.64,0.55,7.6
"23541",55,22,31,4,56,70,70.95,2.31,44.65
"23542",56,22,31,4,57,68.53,69.34,0.49,14.85
"23543",57,22,31,4,58,64.27,64.33,2.33,10.03
"23544",58,22,31,4,59,57.63,57.91,11.33,14.11
"23545",59,22,31,4,60,49.27,49.5,11.79,12.6
"23546",60,22,31,4,61,40,40.32,2.14,14.24
"23547",0,23,31,4,1,20,20.05,2.23,5.68
"23548",1,23,31,4,2,15.36,15.51,0.94,10.09
"23549",2,23,31,4,3,11.18,11.67,2.57,2.57
"23550",3,23,31,4,4,7.86,7.97,0.42,1.93
"23551",4,23,31,4,5,5.73,5.88,0.6,1.71
"23552",5,23,31,4,6,5,5.15,0.53,3.58
"23553",6,23,31,4,7,5.73,6.01,0.5,4.96
"23554",7,23,31,4,8,7.86,8.53,0.46,5.66
"23555",8,23,31,4,9,11.18,11.71,0.35,7.34
"23556",9,23,31,4,10,15.36,16.31,0.78,5.55
"23557",10,23,31,4,11,20,20.19,0.49,6.73
"23558",11,23,31,4,12,24.64,24.85,6.33,6.33
"23559",12,23,31,4,13,28.82,28.94,1.83,24.3
"23560",13,23,31,4,14,32.14,32.42,0.61,12.87
"23561",14,23,31,4,15,34.27,34.46,1.99,26.7
"23562",15,23,31,4,16,35,35.17,1.86,20.03
"23563",16,23,31,4,17,34.27,35.3,3.07,17.81
"23564",17,23,31,4,18,32.14,32.23,2.19,3.03
"23565",18,23,31,4,19,28.82,28.97,2.09,2.09
"23566",19,23,31,4,20,24.64,24.75,9.7,9.7
"23567",20,23,31,4,21,20,20.7,1.01,14.23
"23568",21,23,31,4,22,15.36,15.43,0.76,6.05
"23569",22,23,31,4,23,11.18,11.94,0.73,3.11
"23570",23,23,31,4,24,7.86,7.91,0.72,5.79
"23571",24,23,31,4,25,5.73,5.79,0.67,4.06
"23572",25,23,31,4,26,5,5.05,1.18,1.18
"23573",26,23,31,4,27,5.73,5.98,0.54,1.76
"23574",27,23,31,4,28,7.86,8.03,0.75,5.2
"23575",28,23,31,4,29,11.18,12.28,1.06,5.58
"23576",29,23,31,4,30,15.36,15.61,1.23,1.23
"23577",30,23,31,4,31,20,20.43,1.54,2
"23578",31,23,31,4,32,24.64,25.1,1.06,6.57
"23579",32,23,31,4,33,28.82,29,2.93,16.53
"23580",33,23,31,4,34,32.14,32.29,4.38,16.9
"23581",34,23,31,4,35,34.27,34.71,2.13,18.62
"23582",35,23,31,4,36,35,35.23,5.44,11.89
"23583",36,23,31,4,37,34.27,34.38,11.73,11.73
"23584",37,23,31,4,38,32.14,33.13,3.18,7.77
"23585",38,23,31,4,39,28.82,29.04,0.82,12.76
"23586",39,23,31,4,40,24.64,25.27,1.94,1.94
"23587",40,23,31,4,41,20,20.03,1.05,3.91
"23588",41,23,31,4,42,15.36,16.29,0.85,11.27
"23589",42,23,31,4,43,11.18,11.55,2.54,5.04
"23590",43,23,31,4,44,7.86,7.96,0.95,3.78
"23591",44,23,31,4,45,5.73,5.93,1.49,4.61
"23592",45,23,31,4,46,5,5.38,1.37,1.37
"23593",46,23,31,4,47,5.73,6.31,1.23,3.81
"23594",47,23,31,4,48,7.86,8.64,3.18,3.18
"23595",48,23,31,4,49,11.18,11.77,0.62,6.88
"23596",49,23,31,4,50,15.36,15.49,1.72,8.2
"23597",50,23,31,4,51,20,20.02,1.21,14.58
"23598",51,23,31,4,52,24.64,25.19,0.79,17.8
"23599",52,23,31,4,53,28.82,29.21,1.87,4.04
"23600",53,23,31,4,54,32.14,32.38,1.92,2.73
"23601",54,23,31,4,55,34.27,34.64,2.26,3.29
"23602",55,23,31,4,56,35,35.36,9,10.13
"23603",56,23,31,4,57,34.27,34.35,1.77,16.61
"23604",57,23,31,4,58,32.14,32.34,1.99,5.03
"23605",58,23,31,4,59,28.82,28.9,4.37,12.9
"23606",59,23,31,4,60,24.64,24.81,2.31,4.03
"23607",60,23,31,4,61,20,20.06,5.05,5.05
"23608",0,24,31,4,1,40,40.21,1.27,8.44
"23609",1,24,31,4,2,49.27,49.78,3.9,4.84
"23610",2,24,31,4,3,57.63,58.15,2.21,24.06
"23611",3,24,31,4,4,64.27,64.6,3.27,3.27
"23612",4,24,31,4,5,68.53,69.08,2.8,2.8
"23613",5,24,31,4,6,70,70.28,12.33,12.33
"23614",6,24,31,4,7,68.53,69.84,4.85,4.85
"23615",7,24,31,4,8,64.27,65.07,3.16,34.13
"23616",8,24,31,4,9,57.63,58.03,3.56,9.89
"23617",9,24,31,4,10,49.27,49.48,3.94,5.52
"23618",10,24,31,4,11,40,47.58,9.92,9.92
"23619",11,24,31,4,12,30.73,30.82,7.84,7.84
"23620",12,24,31,4,13,22.37,23.26,1.82,16.84
"23621",13,24,31,4,14,15.73,15.9,1.58,7.28
"23622",14,24,31,4,15,11.47,12.1,0.82,5.69
"23623",15,24,31,4,16,10,10.19,0.74,8.22
"23624",16,24,31,4,17,11.47,11.94,0.67,8.3
"23625",17,24,31,4,18,15.73,15.76,0.32,5.73
"23626",18,24,31,4,19,22.37,22.59,0.34,11.49
"23627",19,24,31,4,20,30.73,30.99,0.66,17.95
"23628",20,24,31,4,21,40,40.34,0.78,17.34
"23629",21,24,31,4,22,49.27,51.53,0.68,37.09
"23630",22,24,31,4,23,57.63,58.14,0.9,10.63
"23631",23,24,31,4,24,64.27,64.35,0.12,23.32
"23632",24,24,31,4,25,68.53,69.45,4.47,11.47
"23633",25,24,31,4,26,70,82.17,3.55,53.18
"23634",26,24,31,4,27,68.53,68.56,3.94,32.41
"23635",27,24,31,4,28,64.27,64.53,5.69,5.69
"23636",28,24,31,4,29,57.63,58.26,4.24,27.41
"23637",29,24,31,4,30,49.27,49.61,5.08,23.77
"23638",30,24,31,4,31,40,40.45,6.02,6.02
"23639",31,24,31,4,32,30.73,31.66,3.43,3.43
"23640",32,24,31,4,33,22.37,22.49,4.37,4.37
"23641",33,24,31,4,34,15.73,17.33,3.61,3.61
"23642",34,24,31,4,35,11.47,12.87,2.9,5.13
"23643",35,24,31,4,36,10,10.12,4.28,4.28
"23644",36,24,31,4,37,11.47,13.14,1.73,7.94
"23645",37,24,31,4,38,15.73,16.19,1.88,6.81
"23646",38,24,31,4,39,22.37,23.26,3.23,4.4
"23647",39,24,31,4,40,30.73,31.46,2.16,24.61
"23648",40,24,31,4,41,40,40.16,0.64,20.3
"23649",41,24,31,4,42,49.27,49.75,0.72,23.01
"23650",42,24,31,4,43,57.63,57.87,0.71,35.53
"23651",43,24,31,4,44,64.27,65.3,12.8,18.46
"23652",44,24,31,4,45,68.53,69.42,6.27,28.42
"23653",45,24,31,4,46,70,70.44,2.6,29.32
"23654",46,24,31,4,47,68.53,68.61,4.66,17.28
"23655",47,24,31,4,48,64.27,64.96,2.02,6.06
"23656",48,24,31,4,49,57.63,58.01,1.39,10.75
"23657",49,24,31,4,50,49.27,49.65,1.12,22.79
"23658",50,24,31,4,51,40,40.74,15.35,15.35
"23659",51,24,31,4,52,30.73,31.19,5.15,5.96
"23660",52,24,31,4,53,22.37,22.53,4.54,4.54
"23661",53,24,31,4,54,15.73,16.39,1.98,2.9
"23662",54,24,31,4,55,11.47,11.99,1.07,6.43
"23663",55,24,31,4,56,10,10.34,4.02,4.02
"23664",56,24,31,4,57,11.47,11.67,1.86,5.68
"23665",57,24,31,4,58,15.73,15.93,1.01,7.95
"23666",58,24,31,4,59,22.37,22.46,1.06,10.09
"23667",59,24,31,4,60,30.73,31.33,0.41,7.7
"23668",60,24,31,4,61,40,40.33,4.45,4.45
"23669",0,25,31,4,1,40,40.03,4.45,36.79
"23670",1,25,31,4,2,49.27,49.29,0.33,21.14
"23671",2,25,31,4,3,57.63,61.14,0.42,56.94
"23672",3,25,31,4,4,64.27,64.56,1.18,18.95
"23673",4,25,31,4,5,68.53,69.47,1.59,14.96
"23674",5,25,31,4,6,70,70.3,2.39,12.86
"23675",6,25,31,4,7,68.53,68.67,0.66,32.29
"23676",7,25,31,4,8,64.27,64.89,1.47,11.5
"23677",8,25,31,4,9,57.63,57.67,6.66,18.65
"23678",9,25,31,4,10,49.27,49.56,3.9,23.96
"23679",10,25,31,4,11,40,40.07,4.26,13.11
"23680",11,25,31,4,12,30.73,31.34,1.32,9.75
"23681",12,25,31,4,13,22.37,22.77,0.65,13.22
"23682",13,25,31,4,14,15.73,15.89,0.41,8.33
"23683",14,25,31,4,15,11.47,12.1,0.65,2.81
"23684",15,25,31,4,16,10,10.13,0.42,2.36
"23685",16,25,31,4,17,11.47,11.67,0.68,6.51
"23686",17,25,31,4,18,15.73,16.39,0.35,6.9
"23687",18,25,31,4,19,22.37,22.48,0.37,15.53
"23688",19,25,31,4,20,30.73,31.71,0.4,23.71
"23689",20,25,31,4,21,40,41.4,0.27,33.96
"23690",21,25,31,4,22,49.27,49.93,1.11,15.56
"23691",22,25,31,4,23,57.63,57.91,2.71,21.9
"23692",23,25,31,4,24,64.27,64.9,5.86,29.08
"23693",24,25,31,4,25,68.53,68.82,0.4,33.39
"23694",25,25,31,4,26,70,70.36,29.71,39.31
"23695",26,25,31,4,27,68.53,69.31,0.34,29.67
"23696",27,25,31,4,28,64.27,64.35,0.31,31.19
"23697",28,25,31,4,29,57.63,58.12,13.73,22.59
"23698",29,25,31,4,30,49.27,49.66,0.76,39.02
"23699",30,25,31,4,31,40,40.1,1.31,6.85
"23700",31,25,31,4,32,30.73,31.03,0.45,16.44
"23701",32,25,31,4,33,22.37,22.42,0.57,13.15
"23702",33,25,31,4,34,15.73,16.31,0.94,10.72
"23703",34,25,31,4,35,11.47,11.79,0.53,4.27
"23704",35,25,31,4,36,10,10.02,0.33,2.65
"23705",36,25,31,4,37,11.47,11.84,0.37,8.32
"23706",37,25,31,4,38,15.73,15.9,0.23,3.41
"23707",38,25,31,4,39,22.37,22.76,0.44,17.69
"23708",39,25,31,4,40,30.73,31,1.54,11.26
"23709",40,25,31,4,41,40,40.04,18.67,18.67
"23710",41,25,31,4,42,49.27,49.6,0.5,42.06
"23711",42,25,31,4,43,57.63,58.12,0.88,34.4
"23712",43,25,31,4,44,64.27,64.62,0.48,30.81
"23713",44,25,31,4,45,68.53,68.72,0.98,52.76
"23714",45,25,31,4,46,70,70.08,23.73,33.25
"23715",46,25,31,4,47,68.53,68.81,0.62,8.95
"23716",47,25,31,4,48,64.27,64.49,29.16,50.06
"23717",48,25,31,4,49,57.63,58.33,1.13,17.49
"23718",49,25,31,4,50,49.27,49.39,23.3,23.3
"23719",50,25,31,4,51,40,40.79,0.77,12.78
"23720",51,25,31,4,52,30.73,30.88,0.99,22.38
"23721",52,25,31,4,53,22.37,22.49,0.89,12.41
"23722",53,25,31,4,54,15.73,16.02,0.75,3.12
"23723",54,25,31,4,55,11.47,11.92,1.01,2.79
"23724",55,25,31,4,56,10,10.47,0.32,4.23
"23725",56,25,31,4,57,11.47,11.81,0.31,5.71
"23726",57,25,31,4,58,15.73,16.29,0.34,1.14
"23727",58,25,31,4,59,22.37,22.45,0.67,14.96
"23728",59,25,31,4,60,30.73,31.31,1.66,16.5
"23729",60,25,31,4,61,40,40.4,9.18,10.79
"23730",0,26,31,4,1,20,21.61,2.1,16.08
"23731",1,26,31,4,2,15.36,16.44,1.54,3.36
"23732",2,26,31,4,3,11.18,11.79,4.38,4.38
"23733",3,26,31,4,4,7.86,8.07,0.75,3.03
"23734",4,26,31,4,5,5.73,6.58,0.34,0.34
"23735",5,26,31,4,6,5,10.47,0.4,0.4
"23736",6,26,31,4,7,5.73,5.76,2.19,2.19
"23737",7,26,31,4,8,7.86,11.62,1.13,7.6
"23738",8,26,31,4,9,11.18,11.28,1.37,8.05
"23739",9,26,31,4,10,15.36,15.95,1.23,10.06
"23740",10,26,31,4,11,20,20.26,0.63,16.99
"23741",11,26,31,4,12,24.64,25.03,0.87,6.84
"23742",12,26,31,4,13,28.82,28.98,0.96,16.3
"23743",13,26,31,4,14,32.14,32.31,1.81,15
"23744",14,26,31,4,15,34.27,34.74,1.24,18.18
"23745",15,26,31,4,16,35,35.03,0.21,26.25
"23746",16,26,31,4,17,34.27,34.39,0.33,22.97
"23747",17,26,31,4,18,32.14,32.4,9.87,14.56
"23748",18,26,31,4,19,28.82,29.28,0.55,13.26
"23749",19,26,31,4,20,24.64,25.3,0.25,2.17
"23750",20,26,31,4,21,20,20.31,2.38,6.32
"23751",21,26,31,4,22,15.36,15.88,2.75,7.64
"23752",22,26,31,4,23,11.18,11.74,1.48,4.84
"23753",23,26,31,4,24,7.86,8.83,1.29,2.88
"23754",24,26,31,4,25,5.73,6,3.23,4.57
"23755",25,26,31,4,26,5,5.67,1.62,1.62
"23756",26,26,31,4,27,5.73,6.32,0.74,1.12
"23757",27,26,31,4,28,7.86,8.18,1.6,3.16
"23758",28,26,31,4,29,11.18,11.76,3.38,3.38
"23759",29,26,31,4,30,15.36,15.4,3.66,3.66
"23760",30,26,31,4,31,20,20.74,4.03,4.03
"23761",31,26,31,4,32,24.64,27.13,7.74,12.21
"23762",32,26,31,4,33,28.82,29.4,4.08,7.11
"23763",33,26,31,4,34,32.14,32.56,3.1,15.54
"23764",34,26,31,4,35,34.27,34.36,1.41,25.9
"23765",35,26,31,4,36,35,36.37,2.97,12.8
"23766",36,26,31,4,37,34.27,34.99,0.83,21.85
"23767",37,26,31,4,38,32.14,32.2,4.55,20.77
"23768",38,26,31,4,39,28.82,29.26,0.28,13.95
"23769",39,26,31,4,40,24.64,25.39,0.27,13.1
"23770",40,26,31,4,41,20,20.32,2.6,5.4
"23771",41,26,31,4,42,15.36,16.45,3.36,3.36
"23772",42,26,31,4,43,11.18,12.15,2.27,5.68
